Missile_ID,Missile_Name,Alternate_Name,Country_of_Origin,Country_of_Possession,Missile_Class,Missile_Type,Length_m,Launch_Weight_kg,Warhead_Type,Range_min_km,Range_max_km,Year_Introduced,Operational_Status,Launch_Basing,Diameter_m,Payload_kg,Propulsion_Type,Notes,Unnamed: 19,Range_Category,Decade
USA023,AIM-54 Phoenix,,USA,USA,Air-to-Air Missile,AAM,4.0,460.0,High-explosive,190.0,190.0,1974.0,Obsolete,Air-launched,0.38,61,Solid rocket,Carried by F-14; very long range,,Short Range,1970
USA045,AIM-7 Sparrow,,USA,USA,Air-to-Air Missile,AAM,3.66,230.0,High-explosive blast-fragmentation,22.0,50.0,1956.0,Obsolete,Air-launched,0.2,,Solid rocket,Replaced by AMRAAM in most roles,,Short Range,1950
USA021,AIM-9 Sidewinder,,USA,USA,Air-to-Air Missile,AAM,3.0,88.0,High-explosive,18.0,35.0,1956.0,Active,Air-launched,0.127,9.5,Solid rocket,Most widely used AAM in West; many variants,,Short Range,1950
USA006,BGM-71 TOW,,USA,USA,Anti-Tank Guided Missile,ATGM,1.34,,Shaped charge,3.75,4.5,1970.0,Active,"Ground, vehicle",0.152,,Solid rocket motor,"Tube-launched, Optically tracked, Wire-guided",,Short Range,1970
USA044,CIM-10 Bomarc,,USA,USA,Surface-to-Air Missile,Interceptor,14.2,7000.0,Nuclear,450.0,1000.0,1959.0,Obsolete,Ground,0.89,,Ramjet with solid booster,Long-range area defense,,Intermediate Range,1950
USA004,FGM-148 Javelin,,USA,USA,Anti-Tank Guided Missile,ATGM,1.1,22.3,Tandem-shaped charge,4.0,4.0,1996.0,Active,Man-portable,0.127,,Soft-launch then rocket,"Fire-and-forget, top-attack capability",,Short Range,1990
USA025,FIM-92 Stinger,,USA,USA,Man-Portable Air Defense System,MAMPADS,1.52,15.2,High-explosive blast-fragmentation,4.8,8.0,1981.0,Active,Man-portable,0.07,3,Solid rocket,Widely used MANPADS,,Short Range,1980
USA033,LGM-118A Peacekeeper,,USA,USA,Intercontinental Ballistic Missile,Strike,21.8,88500.0,Nuclear,9600.0,9600.0,1986.0,Obsolete,Silo-based,2.33,3950,3-stage solid,Most advanced US ICBM; retired under START,,Intercontinental Range,1980
USA032,LGM-25C Titan II,,USA,USA,Intercontinental Ballistic Missile,Strike,31.3,154000.0,Nuclear,15000.0,15000.0,1963.0,Obsolete,Silo-based,3.05,,Liquid,Longest-range US ICBM; later used as space launcher,,Intercontinental Range,1960
USA013,LGM-30G Minuteman III,,USA,USA,Intercontinental Ballistic Missile,Strike,18.3,35500.0,Nuclear,13000.0,13000.0,1970.0,Active,Silo-based,1.67,1150,3-stage solid,Only land-based ICBM in US arsenal; part of nuclear triad,,Intercontinental Range,1970
USA042,LIM-49 Nike Zeus,,USA,USA,Anti-Ballistic Missile,Interceptor,14.7,,Nuclear,400.0,400.0,1960.0,Obsolete,Ground,2.44,,3-stage solid,Designed to intercept ICBMs; limited deployment,,Medium Range,1960
USA027,M47 Dragon,,USA,USA,Anti-Tank Guided Missile,ATGM,1.15,14.0,Shaped charge,1.5,1.5,1975.0,Obsolete,Man-portable,0.14,,Solid rocket,Replaced by Javelin,,Short Range,1970
USA011,MGM-140 ATACMS,,USA,USA,Short-Range Ballistic Missile,Strike,4.0,1670.0,"High-explosive, submunitions, unitary",165.0,300.0,1991.0,Active,Ground-launched,0.61,560,Solid rocket motor,Used in M270 MLRS and HIMARS,,Medium Range,1990
USA039,MGM-18 Lacrosse,,USA,USA,Short-Range Ballistic Missile,Strike,5.85,1040.0,Nuclear or conventional,32.0,32.0,1959.0,Obsolete,Ground,0.52,,Solid,Inaccurate; phased out,,Short Range,1950
USA035,MGM-31 Pershing,,USA,USA,Ballistic Missile,Strike,10.6,5950.0,Nuclear,740.0,1770.0,1962.0,Obsolete,Ground,1.0,,2-stage solid,"Pershing 1a (SRBM), Pershing 2 (MRBM); eliminated by INF Treaty",,Intermediate Range,1960
USA036,MGM-52 Lance,,USA,USA,Short-Range Ballistic Missile,Strike,6.17,1410.0,Nuclear or conventional,130.0,130.0,1972.0,Obsolete,Ground,0.56,,Liquid,Replaced by ATACMS,,Short Range,1970
USA037,MGR-1 Honest John,,USA,USA,Short-Range Ballistic Missile,Strike,7.6,2700.0,Nuclear or conventional,37.0,48.0,1953.0,Obsolete,Ground,0.76,,Solid,First US nuclear-armed tactical missile,,Short Range,1950
USA007,MIM-104 Patriot,,USA,USA,Surface-to-Air Missile,Interceptor,5.31,900.0,High-explosive blast-fragmentation,160.0,160.0,1984.0,Active,Ground,0.41,90,Solid rocket motor,"PAC-2, PAC-3 variants; cornerstone of theater air defense",,Short Range,1980
USA026,MIM-104D GEM,Guidance Enhanced,USA,USA,Surface-to-Air Missile,Interceptor,5.31,900.0,High-explosive blast-fragmentation,160.0,160.0,2005.0,Active,Ground,0.41,,Solid rocket,Patriot PAC-2 variant with improved seeker,,Short Range,2000
USA041,MIM-14 Nike Hercules,,USA,USA,Surface-to-Air Missile,Interceptor,12.1,4850.0,Nuclear or conventional,160.0,160.0,1958.0,Obsolete,Ground,0.8,,Solid booster & sustainer,Could also engage surface targets,,Short Range,1950
USA010,MIM-23 Hawk,,USA,USA,Surface-to-Air Missile,Interceptor,5.08,584.0,High-explosive blast-fragmentation,40.0,40.0,1960.0,Phased out,Ground,0.37,,2-stage solid,I-Hawk variants widely used by allies,,Short Range,1960
USA040,MIM-3 Nike Ajax,,USA,USA,Surface-to-Air Missile,Interceptor,6.4,1110.0,High-explosive,48.0,48.0,1954.0,Obsolete,Ground,0.3,,2-stage solid,First operational guided SAM,,Short Range,1950
USA024,MIM-72 Chaparral,,USA,USA,Surface-to-Air Missile,Interceptor,2.9,86.0,High-explosive blast-fragmentation,8.0,8.0,1969.0,Obsolete,Ground,0.127,,Solid rocket,Based on AIM-9D,,Short Range,1960
USA043,PGM-11 Redstone,,USA,USA,Short-Range Ballistic Missile,Strike,21.1,27800.0,Nuclear,325.0,325.0,1958.0,Obsolete,Ground,1.78,,Liquid,First large US ballistic missile; launched first US astronaut,,Medium Range,1950
USA034,PGM-17 Thor,,USA,USA,Intermediate-Range Ballistic Missile,Strike,19.8,49900.0,Nuclear,2400.0,3000.0,1958.0,Obsolete,Surface,2.44,,Liquid,First operational IRBM; deployed in UK,,Intermediate Range,1950
USA012,Precision Strike Missile,PrSM,USA,USA,Short-Range Ballistic Missile,Strike,4.0,,High-explosive,500.0,500.0,2023.0,Active,Ground-launched,,,Solid rocket motor,Replacing ATACMS; Increment 2 (anti-ship) in development,,Medium Range,2020
USA003,RGM/UGM-109 Tomahawk,,USA,USA,Land-Attack Cruise Missile,Strike,5.56,1500.0,"High-explosive, submunitions, bunker-buster",1600.0,1600.0,1983.0,Active,"Ship, submarine",0.52,450,Turbofan,Block V with improved Comms/Nav,,Intermediate Range,1980
USA020,RGM/UGM-84 Harpoon,,USA,USA,Anti-Ship Cruise Missile,Strike,4.63,605.0,High-explosive,90.0,280.0,1977.0,Active,Air/ship/sub/ground,0.34,221,Turbojet,Widely used by US and allies,,Short Range,1970
USA008,RIM-162 ESSM,RIM-162,USA,USA,Surface-to-Air Missile,Interceptor,3.66,280.0,High-explosive blast-fragmentation,50.0,50.0,2005.0,Active,Ship,0.254,39,Solid rocket motor,Quad-packable in Mk 41 VLS; Block II with active seeker,,Short Range,2000
USA047,RIM-2 Terrier,,USA,USA,Surface-to-Air Missile,Interceptor,8.1,1400.0,Nuclear or conventional,37.0,74.0,1956.0,Obsolete,Ship,0.34,,Solid rocket,Replaced by Standard Missile,,Short Range,1950
USA048,RIM-8 Talos,,USA,USA,Surface-to-Air Missile,Interceptor,9.8,3540.0,Nuclear or conventional,240.0,315.0,1958.0,Obsolete,Ship,0.71,,Ramjet with solid booster,Very long-range; later had anti-ship capability,,Medium Range,1950
USA038,RUR-5 ASROC,,USA,USA,Anti-Submarine Warfare,ASW,4.5,465.0,Nuclear depth charge or torpedo,22.0,22.0,1961.0,Active,Ship,0.33,,Solid rocket,Vertical launch variant; launches torpedo,,Short Range,1960
USA046,SM-62 Snark,,USA,USA,Intercontinental Cruise Missile,Strike,20.5,20000.0,Nuclear,10200.0,10200.0,1958.0,Obsolete,Ground,1.35,,Turbojet,First operational ICBM-range cruise missile,,Intercontinental Range,1950
USA031,SM-65 Atlas,,USA,USA,Intercontinental Ballistic Missile,Strike,25.1,130000.0,Nuclear,14000.0,14000.0,1959.0,Obsolete,Silo-based,3.05,,Liquid,First operational US ICBM,,Intercontinental Range,1950
USA014,UGM-133 Trident II D5,,USA,USA,Submarine-Launched Ballistic Missile,Strike,13.5,59000.0,Nuclear,12000.0,12000.0,1990.0,Active,Submarine,2.11,2800,3-stage solid,Carried by Ohio-class; extremely high accuracy,,Intercontinental Range,1990
USA015,UGM-27 Polaris,,USA,USA,Submarine-Launched Ballistic Missile,Strike,9.15,15000.0,Nuclear,2200.0,4600.0,1960.0,Obsolete,Submarine,1.37,,2-stage solid,First US SLBM; A-1/A-2/A-3 variants,,Long Range,1960
USA016,UGM-73 Poseidon,C-3,USA,USA,Submarine-Launched Ballistic Missile,Strike,10.4,29000.0,Nuclear,4600.0,4600.0,1972.0,Obsolete,Submarine,1.88,,2-stage solid,MIRV capability up to 14 warheads,,Long Range,1970
USA002,RGM-184 Naval Strike Missile,AGM-184,USA (Kongsberg),USA,Anti-Ship Cruise Missile,Strike,3.96,407.0,High-explosive,200.0,200.0,2018.0,Active,"Ship, ground, air",0.32,125,Turbojet,Low-observable; used in Navy OTH-WS and NMESIS systems,,Short Range,2010
